index,date,number_of_game,day_of_week,v_name,v_league,v_game_number,h_name,h_league,h_game_number,v_score,h_score,length_outs,day_night,completion,forefeit,protest,park_id,attendance,,,
164275,20130905,0,Thu,CHA,AL,139,BAL,AL,139,1,3,51,N,,,,BAL12,17383,,,
164276,20130905,0,Thu,SEA,AL,140,KCA,AL,140,6,7,75,D,,,,KAN06,14004,,,
164277,20130905,0,Thu,BOS,AL,142,NYA,AL,140,9,8,60,N,,,,NYC21,40481,,,
164278,20130905,0,Thu,HOU,AL,140,OAK,AL,140,3,2,54,N,,,,OAK01,11569,,,
164279,20130905,0,Thu,SLN,NL,140,CIN,NL,141,2,6,51,N,,,,CIN09,21418,,,
164280,20130905,0,Thu,ARI,NL,139,SFN,NL,140,4,2,54,N,,,,SFO03,41193,,,
164281,20130906,0,Fri,TEX,AL,140,ANA,AL,140,5,6,51,N,,,,ANA01,39591,,,
164282,20130906,0,Fri,CHA,AL,140,BAL,AL,140,0,4,51,N,,,,BAL12,26253,,,
164283,20130906,0,Fri,NYN,NL,139,CLE,AL,140,1,8,51,N,,,,CLE08,15962,,,
164284,20130906,0,Fri,DET,AL,141,KCA,AL,141,16,2,54,N,,,,KAN06,21358,,,
164285,20130906,0,Fri,TOR,AL,141,MIN,AL,139,6,5,54,N,,,,MIN04,27044,,,
164286,20130906,0,Fri,BOS,AL,143,NYA,AL,141,12,8,54,N,,,,NYC21,44117,,,
164287,20130906,0,Fri,HOU,AL,141,OAK,AL,141,5,7,51,N,,,,OAK01,15502,,,
164288,20130906,0,Fri,TBA,AL,140,SEA,AL,141,4,6,51,N,,,,SEA03,14796,,,
164289,20130906,0,Fri,MIL,NL,140,CHN,NL,140,5,8,51,D,,,,CHI11,25351,,,
164290,20130906,0,Fri,LAN,NL,140,CIN,NL,142,2,3,51,N,,,,CIN09,33778,,,
164291,20130906,0,Fri,WAS,NL,140,MIA,NL,139,0,7,51,N,,,,MIA02,25118,,,
164292,20130906,0,Fri,ATL,NL,140,PHI,NL,141,1,2,51,N,,,,PHI13,37088,,,
164293,20130906,0,Fri,COL,NL,142,SDN,NL,140,3,4,52,N,,,,SAN02,21476,,,
164294,20130906,0,Fri,ARI,NL,140,SFN,NL,141,0,3,51,N,,,,SFO03,41180,,,
164295,20130906,0,Fri,PIT,NL,140,SLN,NL,141,8,12,51,N,,,,STL10,40608,,,
164296,20130907,0,Sat,TEX,AL,141,ANA,AL,141,3,8,51,N,,,,ANA01,40558,,,
164297,20130907,0,Sat,CHA,AL,141,BAL,AL,141,3,4,59,D,,,,BAL12,23653,,,
164298,20130907,0,Sat,NYN,NL,140,CLE,AL,141,4,9,51,N,,,,CLE08,21453,,,
164299,20130907,0,Sat,DET,AL,142,KCA,AL,142,3,4,51,N,,,,KAN06,20402,,,
164300,20130907,0,Sat,TOR,AL,142,MIN,AL,140,11,2,54,N,,,,MIN04,32882,,,
164301,20130907,0,Sat,BOS,AL,144,NYA,AL,142,13,9,54,D,,,,NYC21,49046,,,
164302,20130907,0,Sat,HOU,AL,142,OAK,AL,142,1,2,51,D,,,,OAK01,20340,,,
164303,20130907,0,Sat,TBA,AL,141,SEA,AL,142,2,6,51,N,,,,SEA03,17773,,,
164304,20130907,0,Sat,MIL,NL,141,CHN,NL,141,5,3,54,D,,,,CHI11,34929,,,
164305,20130907,0,Sat,LAN,NL,141,CIN,NL,143,3,4,57,D,,,,CIN09,40799,,,
164306,20130907,0,Sat,WAS,NL,141,MIA,NL,140,9,2,54,N,,,,MIA02,28336,,,
164307,20130907,0,Sat,ATL,NL,141,PHI,NL,142,5,6,52,N,,,,PHI13,36330,,,
164308,20130907,0,Sat,COL,NL,143,SDN,NL,141,1,2,51,N,,,,SAN02,25272,,,
164309,20130907,0,Sat,ARI,NL,141,SFN,NL,142,2,1,54,N,,,,SFO03,41076,,,
164310,20130907,0,Sat,PIT,NL,141,SLN,NL,142,0,5,51,N,,,,STL10,45110,,,
164311,20130908,0,Sun,TEX,AL,142,ANA,AL,142,4,3,54,D,,,,ANA01,35423,,,
164312,20130908,0,Sun,CHA,AL,142,BAL,AL,142,4,2,54,D,,,,BAL12,32042,,,
164313,20130908,0,Sun,NYN,NL,141,CLE,AL,142,2,1,54,D,,,,CLE08,13317,,,
164314,20130908,0,Sun,DET,AL,143,KCA,AL,143,2,5,51,D,,,,KAN06,16774,,,
164315,20130908,0,Sun,TOR,AL,143,MIN,AL,141,2,0,54,D,,,,MIN04,29450,,,
164316,20130908,0,Sun,BOS,AL,145,NYA,AL,143,3,4,53,D,,,,NYC21,43078,,,
164317,20130908,0,Sun,HOU,AL,143,OAK,AL,143,2,7,51,D,,,,OAK01,18824,,,
164318,20130908,0,Sun,TBA,AL,142,SEA,AL,143,4,1,54,D,,,,SEA03,18645,,,
164319,20130908,0,Sun,MIL,NL,142,CHN,NL,142,3,1,54,D,,,,CHI11,27802,,,
164320,20130908,0,Sun,LAN,NL,142,CIN,NL,144,2,3,52,N,,,,CIN09,34041,,,
164321,20130908,0,Sun,WAS,NL,142,MIA,NL,141,6,4,54,D,,,,MIA02,18990,,,
164322,20130908,0,Sun,ATL,NL,142,PHI,NL,143,2,3,51,D,,,,PHI13,38706,,,
164323,20130908,0,Sun,COL,NL,144,SDN,NL,142,2,5,51,D,,,,SAN02,18656,,,
164324,20130908,0,Sun,ARI,NL,142,SFN,NL,143,2,3,63,D,,,,SFO03,41050,,,
164325,20130908,0,Sun,PIT,NL,142,SLN,NL,143,2,9,51,D,,,,STL10,40156,,,
164326,20130909,0,Mon,NYA,AL,144,BAL,AL,143,2,4,51,N,,,,BAL12,17456,,,
164327,20130909,0,Mon,DET,AL,144,CHA,AL,143,1,5,51,N,,,,CHI12,17193,,,
164328,20130909,0,Mon,KCA,AL,144,CLE,AL,143,3,4,51,N,,,,CLE08,9794,,,
164329,20130909,0,Mon,ANA,AL,143,MIN,AL,142,3,6,51,N,,,,MIN04,21826,,,
164330,20130909,0,Mon,HOU,AL,144,SEA,AL,144,6,4,54,N,,,,SEA03,9808,,,
164331,20130909,0,Mon,PIT,NL,143,TEX,AL,143,1,0,54,N,,,,ARL02,33243,,,
164332,20130909,0,Mon,CHN,NL,143,CIN,NL,145,2,0,54,N,,,,CIN09,22920,,,
164333,20130909,0,Mon,ARI,NL,143,LAN,NL,143,1,8,51,N,,,,LOS03,52410,,,
164334,20130909,0,Mon,ATL,NL,143,MIA,NL,142,5,2,54,N,,,,MIA02,18503,,,
164335,20130909,0,Mon,WAS,NL,143,NYN,NL,142,9,0,54,N,,,,NYC20,20174,,,
164336,20130909,0,Mon,COL,NL,145,SFN,NL,144,2,3,58,N,,,,SFO03,41078,,,
164337,20130910,0,Tue,NYA,AL,145,BAL,AL,144,7,5,54,N,,,,BAL12,25697,,,
164338,20130910,0,Tue,DET,AL,145,CHA,AL,144,9,1,54,N,,,,CHI12,19172,,,
164339,20130910,0,Tue,KCA,AL,145,CLE,AL,144,6,3,54,N,,,,CLE08,12615,,,
164340,20130910,0,Tue,OAK,AL,144,MIN,AL,143,3,4,51,N,,,,MIN04,26017,,,
164341,20130910,0,Tue,HOU,AL,145,SEA,AL,145,13,2,54,N,,,,SEA03,10245,,,
164342,20130910,0,Tue,BOS,AL,146,TBA,AL,143,2,0,54,N,,,,STP01,18605,,,
164343,20130910,0,Tue,PIT,NL,144,TEX,AL,144,5,4,54,N,,,,ARL02,36313,,,
164344,20130910,0,Tue,ANA,AL,144,TOR,AL,144,12,6,54,N,,,,TOR02,19079,,,
164345,20130910,0,Tue,CHN,NL,144,CIN,NL,146,9,1,54,N,,,,CIN09,21396,,,
164346,20130910,0,Tue,ARI,NL,144,LAN,NL,144,3,5,64,N,,,,LOS03,41867,,,
164347,20130910,0,Tue,ATL,NL,144,MIA,NL,143,4,3,54,N,,,,MIA02,19095,,,
164348,20130910,0,Tue,WAS,NL,144,NYN,NL,143,6,3,54,N,,,,NYC20,20307,,,
164349,20130910,0,Tue,SDN,NL,143,PHI,NL,144,8,2,54,N,,,,PHI13,29242,,,
164350,20130910,0,Tue,COL,NL,146,SFN,NL,145,9,8,54,N,,,,SFO03,41171,,,
164351,20130910,0,Tue,MIL,NL,143,SLN,NL,144,2,4,51,N,,,,STL10,35050,,,
164352,20130911,0,Wed,NYA,AL,146,BAL,AL,145,5,4,54,N,,,,BAL12,20141,,,
164353,20130911,0,Wed,DET,AL,146,CHA,AL,145,1,0,54,N,,,,CHI12,15799,,,
164354,20130911,0,Wed,KCA,AL,146,CLE,AL,145,6,2,54,D,,,,CLE08,12085,,,
164355,20130911,0,Wed,OAK,AL,145,MIN,AL,144,18,3,54,N,,,,MIN04,24522,,,
164356,20130911,0,Wed,HOU,AL,146,SEA,AL,146,6,1,54,N,,,,SEA03,11656,,,
164357,20130911,0,Wed,BOS,AL,147,TBA,AL,144,7,3,60,N,,,,STP01,19215,,,
164358,20130911,0,Wed,PIT,NL,145,TEX,AL,145,7,5,54,D,,,,ARL02,30629,,,
164359,20130911,0,Wed,ANA,AL,145,TOR,AL,145,5,4,54,N,,,,TOR02,17994,,,
164360,20130911,0,Wed,CHN,NL,145,CIN,NL,147,0,6,51,D,,,,CIN09,22088,,,
164361,20130911,0,Wed,ARI,NL,145,LAN,NL,145,4,1,54,N,,,,LOS03,40818,,,
164362,20130911,0,Wed,ATL,NL,145,MIA,NL,144,2,5,51,N,,,,MIA02,25111,,,
164363,20130911,0,Wed,WAS,NL,145,NYN,NL,144,3,0,54,N,,,,NYC20,20151,,,
164364,20130911,0,Wed,SDN,NL,144,PHI,NL,145,2,4,51,N,,,,PHI13,30351,,,
164365,20130911,0,Wed,COL,NL,147,SFN,NL,146,3,4,51,D,,,,SFO03,41128,,,
164366,20130911,0,Wed,MIL,NL,144,SLN,NL,145,1,5,51,N,,,,STL10,35134,,,
164367,20130912,0,Thu,NYA,AL,147,BAL,AL,146,6,5,54,N,,,,BAL12,24659,,,
164368,20130912,0,Thu,CLE,AL,146,CHA,AL,146,14,3,54,N,,,,CHI12,14375,,,
164369,20130912,0,Thu,OAK,AL,146,MIN,AL,145,8,2,54,D,,,,MIN04,26188,,,
164370,20130912,0,Thu,BOS,AL,148,TBA,AL,145,3,4,51,N,,,,STP01,20360,,,
164371,20130912,0,Thu,ANA,AL,146,TOR,AL,146,4,3,54,N,,,,TOR02,20767,,,
164372,20130912,0,Thu,SFN,NL,147,LAN,NL,146,2,3,58,N,,,,LOS03,53393,,,
164373,20130912,0,Thu,ATL,NL,146,MIA,NL,145,6,1,54,D,,,,MIA02,15274,,,
164374,20130912,0,Thu,WAS,NL,146,NYN,NL,145,7,2,54,D,,,,NYC20,20484,,,
164375,20130912,0,Thu,SDN,NL,145,PHI,NL,146,5,10,51,N,,,,PHI13,29986,,,
164376,20130912,0,Thu,CHN,NL,146,PIT,NL,146,1,3,51,N,,,,PIT08,23541,,,
164377,20130912,0,Thu,MIL,NL,145,SLN,NL,146,5,3,54,N,,,,STL10,35208,,,
164378,20130913,0,Fri,NYA,AL,148,BOS,AL,149,4,8,51,N,,,,BOS07,37542,,,
164379,20130913,0,Fri,CLE,AL,147,CHA,AL,147,3,1,54,D,,,,CHI12,15533,,,
164380,20130913,0,Fri,KCA,AL,147,DET,AL,147,3,6,51,N,,,,DET05,40389,,,
164381,20130913,0,Fri,ANA,AL,147,HOU,AL,147,7,9,51,N,,,,HOU03,19742,,,
164382,20130913,0,Fri,TBA,AL,146,MIN,AL,146,3,0,54,N,,,,MIN04,27292,,,
164383,20130913,0,Fri,OAK,AL,147,TEX,AL,146,9,8,54,N,,,,ARL02,40180,,,
164384,20130913,0,Fri,BAL,AL,147,TOR,AL,147,5,3,54,N,,,,TOR02,20024,,,
164385,20130913,0,Fri,COL,NL,148,ARI,NL,146,7,5,54,N,,,,PHO01,31713,,,
164386,20130913,0,Fri,SDN,NL,146,ATL,NL,147,4,3,54,N,,,,ATL02,34112,,,
164387,20130913,0,Fri,SFN,NL,148,LAN,NL,147,4,2,54,N,,,,LOS03,52650,,,
164388,20130913,0,Fri,CIN,NL,148,MIL,NL,146,1,5,51,N,,,,MIL06,39665,,,
164389,20130913,0,Fri,MIA,NL,146,NYN,NL,146,3,4,51,N,,,,NYC20,20562,,,
164390,20130913,0,Fri,CHN,NL,147,PIT,NL,147,5,4,54,N,,,,PIT08,35962,,,
164391,20130913,0,Fri,SEA,AL,147,SLN,NL,147,1,2,59,N,,,,STL10,40506,,,
164392,20130913,0,Fri,PHI,NL,147,WAS,NL,147,1,6,51,N,,,,WAS11,31325,,,
164393,20130914,0,Sat,NYA,AL,149,BOS,AL,150,1,5,51,D,,,,BOS07,37510,,,
164394,20130914,0,Sat,CLE,AL,148,CHA,AL,148,8,1,54,N,,,,CHI12,28024,,,
164395,20130914,0,Sat,KCA,AL,148,DET,AL,148,1,0,54,N,,,,DET05,41841,,,
164396,20130914,0,Sat,ANA,AL,148,HOU,AL,148,6,2,54,N,,,,HOU03,21903,,,
164397,20130914,0,Sat,TBA,AL,147,MIN,AL,147,7,0,54,N,,,,MIN04,28541,,,
164398,20130914,0,Sat,OAK,AL,148,TEX,AL,147,1,0,54,D,,,,ARL02,36067,,,
164399,20130914,0,Sat,BAL,AL,148,TOR,AL,148,3,4,51,D,,,,TOR02,29942,,,
164400,20130914,0,Sat,COL,NL,149,ARI,NL,147,2,9,51,N,,,,PHO01,32237,,,
164401,20130914,0,Sat,SDN,NL,147,ATL,NL,148,1,2,51,N,,,,ATL02,40153,,,
164402,20130914,0,Sat,SFN,NL,149,LAN,NL,148,19,3,54,N,,,,LOS03,53062,,,
164403,20130914,0,Sat,CIN,NL,149,MIL,NL,147,7,3,54,D,,,,MIL06,25929,,,
164404,20130914,1,Sat,MIA,NL,147,NYN,NL,147,3,0,54,D,,,,NYC20,0,,,
164405,20130914,2,Sat,MIA,NL,148,NYN,NL,148,1,3,51,N,,,,NYC20,25175,,,
164406,20130914,0,Sat,CHN,NL,148,PIT,NL,148,1,2,51,N,,,,PIT08,37534,,,
164407,20130914,0,Sat,SEA,AL,148,SLN,NL,148,4,1,54,N,,,,STL10,41374,,,
164408,20130914,0,Sat,PHI,NL,148,WAS,NL,148,5,4,54,N,,,,WAS11,33972,,,
164409,20130915,0,Sun,NYA,AL,150,BOS,AL,151,2,9,51,N,,,,BOS07,37137,,,
164410,20130915,0,Sun,CLE,AL,149,CHA,AL,149,7,1,54,N,,,,CHI12,18631,,,
164411,20130915,0,Sun,KCA,AL,149,DET,AL,149,2,3,51,D,,,,DET05,40491,,,
164412,20130915,0,Sun,ANA,AL,149,HOU,AL,149,2,1,54,D,,,,HOU03,21374,,,
164413,20130915,0,Sun,TBA,AL,148,MIN,AL,148,4,6,51,D,,,,MIN04,27988,,,
164414,20130915,0,Sun,OAK,AL,149,TEX,AL,148,5,1,54,D,,,,ARL02,42980,,,
164415,20130915,0,Sun,BAL,AL,149,TOR,AL,149,3,1,54,D,,,,TOR02,22331,,,
164416,20130915,0,Sun,COL,NL,150,ARI,NL,148,2,8,51,D,,,,PHO01,26845,,,
164417,20130915,0,Sun,SDN,NL,148,ATL,NL,149,4,0,54,D,,,,ATL02,36125,,,
164418,20130915,0,Sun,SFN,NL,150,LAN,NL,149,4,3,54,D,,,,LOS03,47302,,,
164419,20130915,0,Sun,CIN,NL,150,MIL,NL,148,5,6,52,D,,,,MIL06,26725,,,
164420,20130915,0,Sun,MIA,NL,149,NYN,NL,149,0,1,71,D,,,,NYC20,25165,,,
164421,20130915,0,Sun,CHN,NL,149,PIT,NL,149,2,3,51,D,,,,PIT08,36559,,,
164422,20130915,0,Sun,SEA,AL,149,SLN,NL,149,2,12,51,D,,,,STL10,40526,,,
164423,20130915,0,Sun,PHI,NL,149,WAS,NL,149,2,11,51,D,,,,WAS11,33746,,,
164424,20130916,0,Mon,MIN,AL,149,CHA,AL,150,1,12,51,N,,,,CHI12,15018,,,
164425,20130916,0,Mon,SEA,AL,150,DET,AL,150,2,4,51,N,,,,DET05,34063,,,
164426,20130916,0,Mon,CIN,NL,151,HOU,AL,150,6,1,54,N,,,,HOU03,15449,,,
164427,20130916,0,Mon,CLE,AL,150,KCA,AL,150,1,7,51,N,,,,KAN06,15413,,,
164428,20130916,0,Mon,ANA,AL,150,OAK,AL,150,12,1,54,N,,,,OAK01,14629,,,
164429,20130916,0,Mon,TEX,AL,149,TBA,AL,149,2,6,51,N,,,,STP01,10724,,,
164430,20130916,0,Mon,LAN,NL,150,ARI,NL,149,1,2,51,N,,,,PHO01,24933,,,
164431,20130916,0,Mon,SLN,NL,150,COL,NL,151,2,6,51,N,,,,DEN02,31117,,,
164432,20130916,0,Mon,CHN,NL,150,MIL,NL,149,1,6,51,N,,,,MIL06,24464,,,
164433,20130916,0,Mon,MIA,NL,150,PHI,NL,150,2,12,51,N,,,,PHI13,31266,,,
164434,20130916,0,Mon,SDN,NL,149,PIT,NL,150,2,0,54,N,,,,PIT08,20633,,,
164435,20130917,0,Tue,BAL,AL,150,BOS,AL,152,3,2,54,N,,,,BOS07,35030,,,
164436,20130917,0,Tue,MIN,AL,150,CHA,AL,151,3,4,51,N,,,,CHI12,15964,,,
164437,20130917,0,Tue,SEA,AL,151,DET,AL,151,2,6,51,N,,,,DET05,39076,,,
164438,20130917,0,Tue,CIN,NL,152,HOU,AL,151,10,0,54,N,,,,HOU03,25582,,,
164439,20130917,0,Tue,CLE,AL,151,KCA,AL,151,5,3,54,N,,,,KAN06,21685,,,
164440,20130917,0,Tue,ANA,AL,151,OAK,AL,151,1,2,53,N,,,,OAK01,18771,,,
164441,20130917,0,Tue,TEX,AL,150,TBA,AL,150,7,1,54,N,,,,STP01,10786,,,
164442,20130917,0,Tue,NYA,AL,151,TOR,AL,150,0,2,51,N,,,,TOR02,24894,,,
164443,20130917,0,Tue,LAN,NL,151,ARI,NL,150,9,3,54,N,,,,PHO01,26304,,,
164444,20130917,0,Tue,SLN,NL,151,COL,NL,152,11,4,54,N,,,,DEN02,27107,,,
164445,20130917,0,Tue,CHN,NL,151,MIL,NL,150,3,4,53,N,,,,MIL06,22506,,,
164446,20130917,0,Tue,SFN,NL,151,NYN,NL,150,8,5,54,N,,,,NYC20,24343,,,
164447,20130917,0,Tue,MIA,NL,151,PHI,NL,151,4,6,51,N,,,,PHI13,28872,,,
164448,20130917,0,Tue,SDN,NL,150,PIT,NL,151,5,2,54,N,,,,PIT08,22520,,,
164449,20130917,1,Tue,ATL,NL,150,WAS,NL,150,5,6,52,D,,,,WAS11,25066,,,
164450,20130917,2,Tue,ATL,NL,151,WAS,NL,151,0,4,51,N,,,,WAS11,28369,,,
164451,20130918,0,Wed,BAL,AL,151,BOS,AL,153,5,3,72,N,,,,BOS07,38540,,,
164452,20130918,0,Wed,MIN,AL,151,CHA,AL,152,4,3,54,D,,,,CHI12,14520,,,
164453,20130918,0,Wed,SEA,AL,152,DET,AL,152,8,0,54,N,,,,DET05,36395,,,
164454,20130918,0,Wed,CIN,NL,153,HOU,AL,152,6,5,78,N,,,,HOU03,29701,,,
164455,20130918,0,Wed,CLE,AL,152,KCA,AL,152,2,7,51,N,,,,KAN06,21198,,,
164456,20130918,0,Wed,ANA,AL,152,OAK,AL,152,5,4,66,D,,,,OAK01,20260,,,
164457,20130918,0,Wed,TEX,AL,151,TBA,AL,151,3,4,70,N,,,,STP01,14827,,,
164458,20130918,0,Wed,NYA,AL,152,TOR,AL,151,4,3,54,N,,,,TOR02,24247,,,
164459,20130918,0,Wed,LAN,NL,152,ARI,NL,151,4,9,51,N,,,,PHO01,27305,,,
164460,20130918,0,Wed,SLN,NL,152,COL,NL,153,4,3,54,N,,,,DEN02,26955,,,
164461,20130918,0,Wed,CHN,NL,152,MIL,NL,151,0,7,51,N,,,,MIL06,24632,,,
164462,20130918,0,Wed,SFN,NL,152,NYN,NL,151,4,5,53,N,,,,NYC20,23698,,,
164463,20130918,0,Wed,MIA,NL,152,PHI,NL,152,4,3,60,N,,,,PHI13,28908,,,
164464,20130918,0,Wed,SDN,NL,151,PIT,NL,152,3,2,54,N,,,,PIT08,27640,,,
164465,20130918,0,Wed,ATL,NL,152,WAS,NL,152,5,2,54,N,,,,WAS11,30636,,,
164466,20130919,0,Thu,BAL,AL,152,BOS,AL,154,1,3,51,N,,,,BOS07,36436,,,
164467,20130919,0,Thu,HOU,AL,153,CLE,AL,153,1,2,65,N,,,,CLE08,12607,,,
164468,20130919,0,Thu,SEA,AL,153,DET,AL,153,4,5,51,D,,,,DET05,38431,,,
164469,20130919,0,Thu,MIN,AL,152,OAK,AL,153,6,8,51,N,,,,OAK01,11461,,,
164470,20130919,0,Thu,TEX,AL,152,TBA,AL,152,8,2,54,N,,,,STP01,13550,,,
164471,20130919,0,Thu,NYA,AL,153,TOR,AL,152,2,6,51,N,,,,TOR02,32003,,,
164472,20130919,0,Thu,LAN,NL,153,ARI,NL,152,7,6,54,D,,,,PHO01,22763,,,
164473,20130919,0,Thu,SLN,NL,153,COL,NL,154,6,7,88,D,,,,DEN02,33258,,,
164474,20130919,0,Thu,CHN,NL,153,MIL,NL,152,5,1,54,D,,,,MIL06,21625,,,
164475,20130919,0,Thu,SFN,NL,153,NYN,NL,152,2,1,54,D,,,,NYC20,22897,,,
164476,20130919,0,Thu,SDN,NL,152,PIT,NL,153,1,10,51,D,,,,PIT08,26242,,,
164477,20130919,0,Thu,MIA,NL,153,WAS,NL,153,2,3,51,N,,,,WAS11,25945,,,
164478,20130920,0,Fri,SEA,AL,154,ANA,AL,153,2,3,65,N,,,,ANA01,39469,,,
164479,20130920,0,Fri,TOR,AL,153,BOS,AL,155,3,6,51,N,,,,BOS07,37215,,,
164480,20130920,0,Fri,HOU,AL,154,CLE,AL,154,1,2,39,N,,,,CLE08,17310,,,
164481,20130920,0,Fri,CHA,AL,153,DET,AL,154,5,12,51,N,,,,DET05,39643,,,
164482,20130920,0,Fri,TEX,AL,153,KCA,AL,153,1,2,51,N,,,,KAN06,21837,,,
164483,20130920,0,Fri,SFN,NL,154,NYA,AL,154,1,5,51,N,,,,NYC21,41734,,,
164484,20130920,0,Fri,MIN,AL,153,OAK,AL,154,0,11,51,N,,,,OAK01,36067,,,
164485,20130920,0,Fri,BAL,AL,153,TBA,AL,153,4,5,106,N,,,,STP01,21247,,,
164486,20130920,0,Fri,ATL,NL,153,CHN,NL,154,9,5,54,D,,,,CHI11,29539,,,
164487,20130920,0,Fri,ARI,NL,153,COL,NL,155,4,9,51,N,,,,DEN02,38247,,,
164488,20130920,0,Fri,SLN,NL,154,MIL,NL,153,7,6,60,N,,,,MIL06,37148,,,
164489,20130920,0,Fri,NYN,NL,153,PHI,NL,153,6,4,54,N,,,,PHI13,33117,,,
164490,20130920,0,Fri,CIN,NL,154,PIT,NL,154,6,5,60,N,,,,PIT08,37940,,,
164491,20130920,0,Fri,LAN,NL,154,SDN,NL,153,0,2,51,N,,,,SAN02,34986,,,
164492,20130920,0,Fri,MIA,NL,154,WAS,NL,154,0,8,51,N,,,,WAS11,34752,,,
164493,20130921,0,Sat,SEA,AL,155,ANA,AL,154,5,6,51,N,,,,ANA01,41001,,,
164494,20130921,0,Sat,TOR,AL,154,BOS,AL,156,4,2,54,N,,,,BOS07,37569,,,
164495,20130921,0,Sat,HOU,AL,155,CLE,AL,155,1,4,51,N,,,,CLE08,26611,,,
164496,20130921,0,Sat,CHA,AL,154,DET,AL,155,6,7,70,N,,,,DET05,41772,,,
164497,20130921,0,Sat,TEX,AL,154,KCA,AL,154,3,1,54,N,,,,KAN06,36575,,,
164498,20130921,0,Sat,SFN,NL,155,NYA,AL,155,0,6,51,D,,,,NYC21,42420,,,
164499,20130921,0,Sat,MIN,AL,154,OAK,AL,155,1,9,51,D,,,,OAK01,26393,,,
164500,20130921,0,Sat,BAL,AL,154,TBA,AL,154,1,5,51,D,,,,STP01,23835,,,
164501,20130921,0,Sat,ATL,NL,154,CHN,NL,155,1,3,51,D,,,,CHI11,34612,,,
164502,20130921,0,Sat,ARI,NL,154,COL,NL,156,7,2,54,N,,,,DEN02,36005,,,
164503,20130921,0,Sat,SLN,NL,155,MIL,NL,154,7,2,54,N,,,,MIL06,35008,,,
164504,20130921,0,Sat,NYN,NL,154,PHI,NL,154,5,4,37,N,,,,PHI13,36650,,,
164505,20130921,0,Sat,CIN,NL,155,PIT,NL,155,2,4,51,N,,,,PIT08,39425,,,
164506,20130921,0,Sat,LAN,NL,155,SDN,NL,154,4,0,54,N,,,,SAN02,40572,,,
164507,20130922,0,Sun,SEA,AL,156,ANA,AL,155,3,2,54,D,,,,ANA01,39099,,,
164508,20130922,0,Sun,TOR,AL,155,BOS,AL,157,2,5,51,D,,,,BOS07,37020,,,
164509,20130922,0,Sun,HOU,AL,156,CLE,AL,156,2,9,51,D,,,,CLE08,26168,,,
164510,20130922,0,Sun,CHA,AL,155,DET,AL,156,6,3,54,D,,,,DET05,41749,,,
164511,20130922,0,Sun,TEX,AL,155,KCA,AL,155,0,4,59,D,,,,KAN06,27899,,,
164512,20130922,0,Sun,SFN,NL,156,NYA,AL,156,2,1,54,D,,,,NYC21,49197,,,
164513,20130922,0,Sun,MIN,AL,155,OAK,AL,156,7,11,51,D,,,,OAK01,30589,,,
164514,20130922,0,Sun,BAL,AL,155,TBA,AL,155,1,3,51,D,,,,STP01,28974,,,
164515,20130922,0,Sun,ATL,NL,155,CHN,NL,156,5,2,54,D,,,,CHI11,30515,,,
164516,20130922,0,Sun,ARI,NL,155,COL,NL,157,13,9,54,D,,,,DEN02,43736,,,
164517,20130922,0,Sun,SLN,NL,156,MIL,NL,155,4,6,51,N,,,,MIL06,27389,,,
164518,20130922,0,Sun,NYN,NL,155,PHI,NL,155,4,3,54,D,,,,PHI13,44398,,,
164519,20130922,0,Sun,CIN,NL,156,PIT,NL,156,11,3,54,D,,,,PIT08,38699,,,
164520,20130922,0,Sun,LAN,NL,156,SDN,NL,155,1,0,54,D,,,,SAN02,32988,,,
164521,20130922,1,Sun,MIA,NL,155,WAS,NL,155,4,2,54,D,,,,WAS11,35101,,,
164522,20130922,2,Sun,MIA,NL,156,WAS,NL,156,4,5,52,N,,,,WAS11,34824,,,
164523,20130923,0,Mon,OAK,AL,157,ANA,AL,156,10,5,54,N,,,,ANA01,41147,,,
164524,20130923,0,Mon,TOR,AL,156,CHA,AL,156,2,3,51,N,,,,CHI12,19122,,,
164525,20130923,0,Mon,DET,AL,157,MIN,AL,156,3,4,64,N,,,,MIN04,24647,,,
164526,20130923,0,Mon,KCA,AL,156,SEA,AL,157,6,5,72,N,,,,SEA03,12790,,,
164527,20130923,0,Mon,BAL,AL,156,TBA,AL,156,4,5,51,D,,,,STP01,17830,,,
164528,20130923,0,Mon,HOU,AL,157,TEX,AL,156,0,12,51,N,,,,ARL02,33743,,,
164529,20130923,0,Mon,MIL,NL,156,ATL,NL,156,5,0,54,N,,,,ATL02,19893,,,
164530,20130923,0,Mon,PIT,NL,157,CHN,NL,157,2,1,54,N,,,,CHI11,32289,,,
164531,20130923,0,Mon,NYN,NL,156,CIN,NL,157,2,3,58,N,,,,CIN09,21269,,,
164532,20130923,0,Mon,PHI,NL,156,MIA,NL,157,0,4,51,N,,,,MIA02,18627,,,
164533,20130923,0,Mon,ARI,NL,156,SDN,NL,156,1,4,51,N,,,,SAN02,15869,,,
164534,20130923,0,Mon,WAS,NL,157,SLN,NL,157,3,4,51,N,,,,STL10,39783,,,
164535,20130924,0,Tue,OAK,AL,158,ANA,AL,157,0,3,51,N,,,,ANA01,38158,,,
164536,20130924,0,Tue,TOR,AL,157,BAL,AL,157,3,2,60,N,,,,BAL12,16772,,,
164537,20130924,0,Tue,CHA,AL,157,CLE,AL,157,4,5,53,N,,,,CLE08,21083,,,
